Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Monday, May 4",NYM,@,COL,W,4.0,2.0,9.0,13-22,5.0,11.5,Peterson,Sugano,Williams,2:15,D,15564.0,.33,2.0,
"Wednesday, May 6",NYM,@,COL,W,10.0,5.0,9.0,14-22,5.0,11.0,Peralta,Lorenzen,Williams,3:03,N,11155.0,.57,3.0,
"Thursday, May 7",NYM,@,COL,L,2.0,6.0,9.0,14-23,5.0,11.5,Senzatela,Kimbrel,None,2:49,D,13378.0,.29,-1.0,
"Friday, May 8",NYM,@,ARI,W,3.0,1.0,10.0,15-23,5.0,10.5,Williams,Ginkel,Myers,2:44,N,30599.0,.49,1.0,
"Saturday, May 9",NYM,@,ARI,L,1.0,2.0,9.0,15-24,5.0,11.5,Kelly,Holmes,Sewald,2:31,D,38726.0,.57,-1.0,
"Sunday, May 10",NYM,@,ARI,L,1.0,5.0,9.0,15-25,5.0,12.5,Rodríguez,Brazobán,None,2:16,D,40170.0,.33,-2.0,
"Tuesday, May 12",NYM,Home,DET,W,10.0,2.0,9.0,16-25,5.0,12.5,Peralta,Flaherty,None,3:08,N,36382.0,.33,1.0,
"Wednesday, May 13",NYM,Home,DET,W-wo,3.0,2.0,10.0,17-25,5.0,12.5,Raley,Anderson,None,3:06,N,33989.0,.22,2.0,
"Thursday, May 14",NYM,Home,DET,W,9.0,4.0,9.0,18-25,5.0,11.5,McLean,Montero,None,2:32,D,34642.0,.33,3.0,
"Friday, May 15",NYM,Home,NYY,L,2.0,5.0,9.0,18-26,5.0,12.5,Schlittler,Holmes,None,3:04,N,40004.0,.50,-1.0,
"Saturday, May 16",NYM,Home,NYY,W,6.0,3.0,9.0,19-26,5.0,11.5,Peterson,Rodón,Williams,3:13,N,41067.0,.08,1.0,
"Sunday, May 17",NYM,Home,NYY,W-wo,7.0,6.0,10.0,20-26,5.0,11.5,Williams,Hill,None,3:12,D,40232.0,.31,2.0,
"Monday, May 18",NYM,@,WSN,W,16.0,7.0,12.0,21-26,5.0,10.5,Brazobán,Schultz,None,4:08,N,15901.0,.56,3.0,
"Tuesday, May 19",NYM,@,WSN,L,6.0,9.0,9.0,21-27,5.0,11.5,Griffin,McLean,Lovelady,2:23,N,22754.0,.59,-1.0,
"Wednesday, May 20",NYM,@,WSN,L,4.0,8.0,9.0,21-28,5.0,12.5,Littell,Thornton,Alvarez,2:16,N,18642.0,.77,-2.0,
"Thursday, May 21",NYM,@,WSN,W,2.0,1.0,9.0,22-28,4.0,12.5,Peterson,Cavalli,Williams,2:34,D,17291.0,.67,1.0,
"Friday, May 22",NYM,@,MIA,L,1.0,2.0,9.0,22-29,5.0,13.5,Pérez,Manaea,Fairbanks,2:20,N,17095.0,.55,-1.0,
"Saturday, May 23",NYM,@,MIA,L,1.0,4.0,9.0,22-30,5.0,13.5,Meyer,Peralta,None,2:18,D,21071.0,.47,-2.0,
"Sunday, May 24",NYM,@,MIA,L-wo,0.0,4.0,9.0,22-31,5.0,13.5,Fairbanks,Williams,None,2:50,D,23018.0,.41,-3.0,
"Monday, May 25",NYM,Home,CIN,L,2.0,7.0,9.0,22-32,5.0,14.0,Lodolo,McLean,None,2:56,D,36734.0,.30,-4.0,
"Tuesday, May 26",NYM,Home,CIN,L,2.0,7.0,9.0,22-33,5.0,15.0,Burns,Peterson,None,2:56,N,36848.0,.43,-5.0,
"Wednesday, May 27",NYM,Home,CIN,W,4.0,2.0,9.0,23-33,5.0,14.0,Tong,Abbott,Williams,3:01,N,33453.0,.19,1.0,
"Friday, May 29",NYM,Home,MIA,W-wo,9.0,7.0,10.0,24-33,5.0,14.5,Warren,Fairbanks,None,3:03,N,39386.0,.29,2.0,
"Saturday, May 30",NYM,Home,MIA,W,6.0,1.0,9.0,25-33,5.0,14.5,Scott,Phillips,None,2:25,D,38552.0,.30,3.0,
"Sunday, May 31",NYM,Home,MIA,W,10.0,1.0,9.0,26-33,4.0,13.5,McLean,King,Peterson,2:56,D,40634.0,.34,4.0,
"Monday, Jun 1",NYM,@,SEA,L-wo,2.0,3.0,10.0,26-34,5.0,14.0,Speier,Minter,None,2:33,N,23037.0,.22,-1.0,
"Tuesday, Jun 2",NYM,@,SEA,L,3.0,8.0,9.0,26-35,5.0,15.0,Gilbert,Tong,None,2:42,N,28329.0,.25,-2.0,
"Wednesday, Jun 3",NYM,@,SEA,W,7.0,1.0,9.0,27-35,5.0,15.0,Peralta,Kirby,None,2:35,D,27969.0,.41,1.0,
"Friday, Jun 5",NYM,@,SDP,W,5.0,0.0,9.0,28-35,5.0,14.5,Scott,King,None,2:26,N,42159.0,.18,2.0,
"Saturday, Jun 6",NYM,@,SDP,L,2.0,3.0,9.0,28-36,5.0,15.5,Rodriguez,Warren,Miller,2:22,N,40770.0,.64,-1.0,
"Sunday, Jun 7",NYM,@,SDP,W,7.0,3.0,9.0,29-36,5.0,15.5,Manaea,Vásquez,None,2:56,D,41159.0,.37,1.0,
"Tuesday, Jun 9",NYM,Home,STL,L,0.0,7.0,9.0,29-37,5.0,15.5,May,Peralta,None,2:20,N,35175.0,.33,-1.0,
"Wednesday, Jun 10",NYM,Home,STL,L,2.0,9.0,9.0,29-38,5.0,15.5,Pallante,Warren,None,2:33,N,34238.0,.25,-2.0,
"Thursday, Jun 11",NYM,Home,STL,W,5.0,4.0,9.0,30-38,5.0,15.0,Raley,Romero,Williams,2:39,D,37019.0,.10,1.0,
"Friday, Jun 12",NYM,Home,ATL,W,7.0,5.0,9.0,31-38,5.0,14.0,Pérez,Strider,Williams,3:04,N,38438.0,.35,2.0,
"Saturday, Jun 13",NYM,Home,ATL,L,1.0,3.0,9.0,31-39,5.0,15.0,Pérez,Manaea,Iglesias,2:22,D,38269.0,.48,-1.0,
"Sunday, Jun 14",NYM,Home,ATL,W,8.0,1.0,9.0,32-39,5.0,14.0,Peralta,Elder,None,2:47,D,40106.0,.33,1.0,
"Monday, Jun 15",NYM,@,CIN,L,0.0,12.0,9.0,32-40,5.0,14.5,Burns,Myers,None,2:53,N,19853.0,.29,-1.0,
"Tuesday, Jun 16",NYM,@,CIN,L,3.0,5.0,9.0,32-41,5.0,14.5,Singer,Senga,Santillan,2:53,N,28710.0,.17,-2.0,
"Wednesday, Jun 17",NYM,@,CIN,W,9.0,1.0,9.0,33-41,5.0,13.5,McLean,Lodolo,None,2:29,D,27207.0,.11,1.0,
"Thursday, Jun 18",NYM,@,PHI,W,6.0,4.0,9.0,34-41,5.0,13.0,Brazobán,Alvarado,Williams,3:09,N,39767.0,.28,2.0,
"Saturday, Jun 20",NYM,@,PHI,L,3.0,15.0,9.0,34-42,5.0,14.5,Sánchez,Peralta,None,2:46,N,43402.0,.45,-1.0,
"Sunday, Jun 21",NYM,@,PHI,,,,,,,,,,,,,,,,
"Monday, Jun 22",NYM,Home,CHC,,,,,,,,,,,,,,,,
"Tuesday, Jun 23",NYM,Home,CHC,,,,,,,,,,,,,,,,
"Wednesday, Jun 24",NYM,Home,CHC,,,,,,,,,,,,,,,,
"Thursday, Jun 25",NYM,Home,CHC,,,,,,,,,,,,,,,,
"Friday, Jun 26",NYM,Home,PHI,,,,,,,,,,,,,,,,
"Saturday, Jun 27",NYM,Home,PHI,,,,,,,,,,,,,,,,
"Sunday, Jun 28",NYM,Home,PHI,,,,,,,,,,,,,,,,
"Monday, Jun 29",NYM,@,TOR,,,,,,,,,,,,,,,,
"Tuesday, Jun 30",NYM,@,TOR,,,,,,,,,,,,,,,,
"Wednesday, Jul 1",NYM,@,TOR,,,,,,,,,,,,,,,,
"Friday, Jul 3",NYM,@,ATL,,,,,,,,,,,,,,,,
"Saturday, Jul 4",NYM,@,ATL,,,,,,,,,,,,,,,,
"Sunday, Jul 5",NYM,@,ATL,,,,,,,,,,,,,,,,
"Monday, Jul 6",NYM,@,ATL,,,,,,,,,,,,,,,,
"Tuesday, Jul 7",NYM,Home,KCR,,,,,,,,,,,,,,,,
"Wednesday, Jul 8",NYM,Home,KCR,,,,,,,,,,,,,,,,
"Thursday, Jul 9",NYM,Home,KCR,,,,,,,,,,,,,,,,
"Friday, Jul 10",NYM,Home,BOS,,,,,,,,,,,,,,,,
"Saturday, Jul 11",NYM,Home,BOS,,,,,,,,,,,,,,,,
"Sunday, Jul 12",NYM,Home,BOS,,,,,,,,,,,,,,,,
"Thursday, Jul 16",NYM,@,PHI,,,,,,,,,,,,,,,,
"Saturday, Jul 18",NYM,@,PHI,,,,,,,,,,,,,,,,
"Sunday, Jul 19",NYM,@,PHI,,,,,,,,,,,,,,,,
"Monday, Jul 20",NYM,@,MIL,,,,,,,,,,,,,,,,
"Tuesday, Jul 21",NYM,@,MIL,,,,,,,,,,,,,,,,
"Wednesday, Jul 22",NYM,@,MIL,,,,,,,,,,,,,,,,
"Friday, Jul 24",NYM,Home,LAD,,,,,,,,,,,,,,,,
"Saturday, Jul 25",NYM,Home,LAD,,,,,,,,,,,,,,,,
"Sunday, Jul 26",NYM,Home,LAD,,,,,,,,,,,,,,,,
"Monday, Jul 27",NYM,Home,ATL,,,,,,,,,,,,,,,,
"Tuesday, Jul 28",NYM,Home,ATL,,,,,,,,,,,,,,,,
"Wednesday, Jul 29",NYM,Home,ATL,,,,,,,,,,,,,,,,
"Thursday, Jul 30",NYM,Home,MIA,,,,,,,,,,,,,,,,
"Friday, Jul 31",NYM,Home,MIA,,,,,,,,,,,,,,,,
"Saturday, Aug 1",NYM,Home,MIA,,,,,,,,,,,,,,,,
"Sunday, Aug 2",NYM,Home,MIA,,,,,,,,,,,,,,,,
"Tuesday, Aug 4",NYM,@,CLE,,,,,,,,,,,,,,,,
"Wednesday, Aug 5",NYM,@,CLE,,,,,,,,,,,,,,,,
"Thursday, Aug 6",NYM,@,CLE,,,,,,,,,,,,,,,,
"Friday, Aug 7",NYM,@,PIT,,,,,,,,,,,,,,,,
"Saturday, Aug 8",NYM,@,PIT,,,,,,,,,,,,,,,,
"Sunday, Aug 9",NYM,@,PIT,,,,,,,,,,,,,,,,
"Monday, Aug 10",NYM,@,ATL,,,,,,,,,,,,,,,,
"Tuesday, Aug 11",NYM,@,ATL,,,,,,,,,,,,,,,,
"Wednesday, Aug 12",NYM,@,ATL,,,,,,,,,,,,,,,,
"Friday, Aug 14",NYM,Home,WSN,,,,,,,,,,,,,,,,
"Saturday, Aug 15",NYM,Home,WSN,,,,,,,,,,,,,,,,
"Sunday, Aug 16",NYM,Home,WSN,,,,,,,,,,,,,,,,
"Monday, Aug 17",NYM,Home,SDP,,,,,,,,,,,,,,,,
"Tuesday, Aug 18",NYM,Home,SDP,,,,,,,,,,,,,,,,
"Wednesday, Aug 19",NYM,Home,SDP,,,,,,,,,,,,,,,,
"Friday, Aug 21",NYM,@,CHW,,,,,,,,,,,,,,,,
"Saturday, Aug 22",NYM,@,CHW,,,,,,,,,,,,,,,,
"Sunday, Aug 23",NYM,@,CHW,,,,,,,,,,,,,,,,
"Tuesday, Aug 25",NYM,Home,MIL,,,,,,,,,,,,,,,,
"Wednesday, Aug 26",NYM,Home,MIL,,,,,,,,,,,,,,,,
"Thursday, Aug 27",NYM,Home,MIL,,,,,,,,,,,,,,,,
"Friday, Aug 28",NYM,Home,HOU,,,,,,,,,,,,,,,,
"Saturday, Aug 29",NYM,Home,HOU,,,,,,,,,,,,,,,,
"Sunday, Aug 30",NYM,Home,HOU,,,,,,,,,,,,,,,,
"Monday, Aug 31",NYM,@,TBR,,,,,,,,,,,,,,,,
"Tuesday, Sep 1",NYM,@,TBR,,,,,,,,,,,,,,,,
"Wednesday, Sep 2",NYM,@,TBR,,,,,,,,,,,,,,,,
"Friday, Sep 4",NYM,Home,SFG,,,,,,,,,,,,,,,,
"Saturday, Sep 5",NYM,Home,SFG,,,,,,,,,,,,,,,,
"Sunday, Sep 6",NYM,Home,SFG,,,,,,,,,,,,,,,,
"Monday, Sep 7",NYM,@,MIA,,,,,,,,,,,,,,,,
"Tuesday, Sep 8",NYM,@,MIA,,,,,,,,,,,,,,,,
"Wednesday, Sep 9",NYM,@,MIA,,,,,,,,,,,,,,,,
"Friday, Sep 11",NYM,@,NYY,,,,,,,,,,,,,,,,
"Saturday, Sep 12",NYM,@,NYY,,,,,,,,,,,,,,,,
"Sunday, Sep 13",NYM,@,NYY,,,,,,,,,,,,,,,,
"Monday, Sep 14",NYM,Home,BAL,,,,,,,,,,,,,,,,
"Tuesday, Sep 15",NYM,Home,BAL,,,,,,,,,,,,,,,,
"Wednesday, Sep 16",NYM,Home,BAL,,,,,,,,,,,,,,,,
"Thursday, Sep 17",NYM,Home,PHI,,,,,,,,,,,,,,,,
"Friday, Sep 18",NYM,Home,PHI,,,,,,,,,,,,,,,,
"Saturday, Sep 19",NYM,Home,PHI,,,,,,,,,,,,,,,,
"Sunday, Sep 20",NYM,Home,PHI,,,,,,,,,,,,,,,,
"Tuesday, Sep 22",NYM,@,TEX,,,,,,,,,,,,,,,,
"Wednesday, Sep 23",NYM,@,TEX,,,,,,,,,,,,,,,,
"Thursday, Sep 24",NYM,@,TEX,,,,,,,,,,,,,,,,
"Friday, Sep 25",NYM,@,WSN,,,,,,,,,,,,,,,,
"Saturday, Sep 26",NYM,@,WSN,,,,,,,,,,,,,,,,
"Wednesday, Mar 25",NYY,@,SFG,W,7.0,0.0,9.0,1-0,1.0,up 0.5,Fried,Webb,None,2:27,N,40856.0,.63,1.0,
"Friday, Mar 27",NYY,@,SFG,W,3.0,0.0,9.0,2-0,1.0,up 0.5,Schlittler,Ray,Bednar,2:37,D,40273.0,1.20,2.0,
"Saturday, Mar 28",NYY,@,SFG,W,3.0,1.0,9.0,3-0,1.0,up 0.5,Bird,Mahle,Bednar,2:46,D,40634.0,1.25,3.0,
"Monday, Mar 30",NYY,@,SEA,L-wo,1.0,2.0,9.0,3-1,1.0,Tied,Brash,Blackburn,None,2:45,N,27291.0,1.26,-1.0,
"Tuesday, Mar 31",NYY,@,SEA,W,5.0,0.0,9.0,4-1,1.0,Tied,Fried,Gilbert,None,2:27,N,32790.0,1.03,1.0,
"Wednesday, Apr 1",NYY,@,SEA,W,5.0,3.0,9.0,5-1,1.0,up 1.0,Schlittler,Kirby,Bednar,2:37,D,23415.0,1.23,2.0,
"Friday, Apr 3",NYY,Home,MIA,W,8.0,2.0,9.0,6-1,1.0,up 2.0,Warren,Pérez,None,2:42,D,48788.0,.51,3.0,
"Saturday, Apr 4",NYY,Home,MIA,W,9.0,7.0,9.0,7-1,1.0,up 3.0,Headrick,Petersen,Bednar,3:49,N,44150.0,1.27,4.0,
"Sunday, Apr 5",NYY,Home,MIA,L,6.0,7.0,9.0,7-2,1.0,up 3.0,King,Bird,Bender,3:24,D,34807.0,1.11,-1.0,
"Tuesday, Apr 7",NYY,Home,ATH,W,5.0,3.0,9.0,8-2,1.0,up 3.5,Cruz,Leiter,Bednar,2:58,N,39853.0,1.17,1.0,
"Wednesday, Apr 8",NYY,Home,ATH,L,2.0,3.0,9.0,8-3,1.0,up 2.5,Alvarado,Bednar,Kuhnel,2:49,N,38147.0,.91,-1.0,
"Thursday, Apr 9",NYY,Home,ATH,L,0.0,1.0,9.0,8-4,1.0,up 2.0,Springs,Weathers,Harris,2:20,D,40392.0,1.07,-2.0,
"Friday, Apr 10",NYY,@,TBR,L,3.0,5.0,9.0,8-5,1.0,up 2.0,Matz,Gil,Baker,2:36,N,20511.0,1.35,-3.0,
"Saturday, Apr 11",NYY,@,TBR,L-wo,4.0,5.0,10.0,8-6,1.0,up 1.0,Sulser,Bednar,None,2:51,N,21620.0,1.43,-4.0,
"Sunday, Apr 12",NYY,@,TBR,L,4.0,5.0,9.0,8-7,1.0,Tied,Rasmussen,Schlittler,Englert,2:32,D,20796.0,.88,-5.0,
"Monday, Apr 13",NYY,Home,LAA,W-wo,11.0,10.0,9.0,9-7,1.0,Tied,Blackburn,Romano,None,3:36,N,35789.0,.95,1.0,
"Tuesday, Apr 14",NYY,Home,LAA,L,1.0,7.0,9.0,9-8,2.0,0.5,Detmers,Weathers,None,2:56,N,37792.0,1.19,-1.0,
"Wednesday, Apr 15",NYY,Home,LAA,W-wo,5.0,4.0,9.0,10-8,2.0,0.5,Bednar,Romano,None,2:23,N,41019.0,1.10,1.0,
"Thursday, Apr 16",NYY,Home,LAA,L,4.0,11.0,9.0,10-9,2.0,1.5,Aldegheri,Fried,None,3:07,D,38424.0,1.18,-1.0,
"Friday, Apr 17",NYY,Home,KCR,W,4.0,2.0,9.0,11-9,2.0,0.5,Doval,Lange,Bednar,2:34,N,44244.0,.75,1.0,
"Saturday, Apr 18",NYY,Home,KCR,W,13.0,4.0,9.0,12-9,2.0,0.5,Warren,Cameron,None,2:30,D,42070.0,1.23,2.0,
"Sunday, Apr 19",NYY,Home,KCR,W,7.0,0.0,9.0,13-9,1.0,up 0.5,Weathers,Ragans,None,2:34,D,40198.0,1.07,3.0,
"Tuesday, Apr 21",NYY,@,BOS,W,4.0,0.0,9.0,14-9,1.0,up 2.0,Gil,Early,None,2:43,N,34391.0,1.67,4.0,
"Wednesday, Apr 22",NYY,@,BOS,W,4.0,1.0,9.0,15-9,1.0,up 2.0,Fried,Suarez,None,2:28,N,34049.0,1.37,5.0,
"Thursday, Apr 23",NYY,@,BOS,W,4.0,2.0,9.0,16-9,1.0,up 2.5,Schlittler,Coulombe,Bednar,2:28,N,36565.0,1.21,6.0,
"Friday, Apr 24",NYY,@,HOU,W,12.0,4.0,9.0,17-9,1.0,up 2.5,Warren,McCullers,None,2:53,N,37852.0,1.15,7.0,
"Saturday, Apr 25",NYY,@,HOU,W,8.0,3.0,9.0,18-9,1.0,up 2.5,Cruz,Teng,None,3:02,N,38399.0,1.50,8.0,
"Sunday, Apr 26",NYY,@,HOU,L,4.0,7.0,9.0,18-10,1.0,up 1.5,Arrighetti,Gil,None,2:29,D,35622.0,1.38,-1.0,
"Monday, Apr 27",NYY,@,TEX,W,4.0,2.0,9.0,19-10,1.0,up 1.5,Fried,Leiter,Bednar,2:48,N,29601.0,1.61,1.0,
"Tuesday, Apr 28",NYY,@,TEX,W,3.0,2.0,9.0,20-10,1.0,up 1.5,Schlittler,deGrom,Bednar,2:45,N,26767.0,1.23,2.0,
"Wednesday, Apr 29",NYY,@,TEX,L,0.0,3.0,9.0,20-11,1.0,up 1.5,Eovaldi,Rodríguez,Latz,2:43,D,30408.0,1.09,-1.0,
"Friday, May 1",NYY,Home,BAL,W,7.0,2.0,9.0,21-11,1.0,up 1.5,Warren,Povich,None,2:41,N,41239.0,1.76,1.0,
"Saturday, May 2",NYY,Home,BAL,W,9.0,4.0,9.0,22-11,1.0,up 1.5,Weathers,Bradish,None,3:01,D,46049.0,1.11,2.0,
"Sunday, May 3",NYY,Home,BAL,W,11.0,3.0,9.0,23-11,1.0,up 1.5,Cruz,Wolfram,None,3:15,D,43416.0,1.13,3.0,
"Monday, May 4",NYY,Home,BAL,W,12.0,1.0,9.0,24-11,1.0,up 1.5,Schlittler,Baz,None,2:58,N,36802.0,1.11,4.0,
"Tuesday, May 5",NYY,Home,TEX,W,7.0,4.0,9.0,25-11,1.0,up 1.5,Headrick,deGrom,Bednar,2:46,N,38360.0,1.51,5.0,
"Wednesday, May 6",NYY,Home,TEX,L,1.0,6.0,9.0,25-12,1.0,up 0.5,Eovaldi,Warren,None,2:46,N,40269.0,.81,-1.0,
"Thursday, May 7",NYY,Home,TEX,W,9.0,2.0,9.0,26-12,1.0,up 0.5,Headrick,Gore,None,3:11,D,42729.0,1.15,1.0,
"Friday, May 8",NYY,@,MIL,L,0.0,6.0,9.0,26-13,1.0,up 0.5,Misiorowski,Fried,Drohan,2:24,N,38051.0,1.29,-1.0,
"Saturday, May 9",NYY,@,MIL,L-wo,3.0,4.0,10.0,26-14,1.0,Tied,Ashby,Cruz,None,3:13,N,35628.0,.79,-2.0,
"Sunday, May 10",NYY,@,MIL,L-wo,3.0,4.0,9.0,26-15,2.0,1.0,Uribe,Bednar,None,2:48,D,40175.0,.63,-3.0,
"Monday, May 11",NYY,@,BAL,L,2.0,3.0,9.0,26-16,2.0,2.0,Enns,Headrick,Nunez,2:31,N,23160.0,.86,-4.0,
"Tuesday, May 12",NYY,@,BAL,W,6.0,2.0,9.0,27-16,2.0,2.0,Warren,Rogers,None,2:43,N,20344.0,.65,1.0,
"Wednesday, May 13",NYY,@,BAL,L,0.0,7.0,9.0,27-17,2.0,2.0,Bradish,Fried,None,2:40,D,14521.0,1.44,-1.0,
"Friday, May 15",NYY,@,NYM,W,5.0,2.0,9.0,28-17,2.0,2.0,Schlittler,Holmes,None,3:04,N,40004.0,.64,1.0,
"Saturday, May 16",NYY,@,NYM,L,3.0,6.0,9.0,28-18,2.0,2.0,Peterson,Rodón,Williams,3:13,N,41067.0,.96,-1.0,
"Sunday, May 17",NYY,@,NYM,L-wo,6.0,7.0,10.0,28-19,2.0,3.0,Williams,Hill,None,3:12,D,40232.0,1.07,-2.0,
"Monday, May 18",NYY,Home,TOR,W,7.0,6.0,9.0,29-19,2.0,3.0,Blackburn,Rodríguez,Bednar,3:05,N,39082.0,1.01,1.0,
"Tuesday, May 19",NYY,Home,TOR,W,5.0,4.0,9.0,30-19,2.0,3.0,Warren,Cease,Doval,3:00,N,37181.0,1.51,2.0,
"Wednesday, May 20",NYY,Home,TOR,L,1.0,2.0,9.0,30-20,2.0,4.0,Yesavage,Schlittler,Varland,2:45,N,37497.0,1.27,-1.0,
"Thursday, May 21",NYY,Home,TOR,L,0.0,2.0,9.0,30-21,2.0,4.5,Macko,Rodón,Hoffman,2:43,N,40249.0,1.30,-2.0,
"Friday, May 22",NYY,Home,TBR,L,2.0,4.0,9.0,30-22,2.0,5.5,Seymour,Hill,Baker,2:46,N,41358.0,.54,-3.0,
"Sunday, May 24",NYY,Home,TBR,W-wo,2.0,0.0,9.0,31-22,2.0,4.5,Hill,Kelly,None,2:12,D,41396.0,1.36,1.0,
"Monday, May 25",NYY,@,KCR,W,4.0,3.0,9.0,32-22,2.0,3.5,Hill,Erceg,Bednar,2:28,D,26162.0,.60,2.0,
"Tuesday, May 26",NYY,@,KCR,W,15.0,1.0,9.0,33-22,2.0,2.5,Schlittler,Falter,Yarbrough,3:00,N,21947.0,.94,3.0,
"Wednesday, May 27",NYY,@,KCR,W,7.0,0.0,9.0,34-22,2.0,1.5,Cole,Cameron,None,2:29,N,17007.0,.80,4.0,
"Friday, May 29",NYY,@,ATH,W,8.0,2.0,9.0,35-22,2.0,1.5,Rodón,Severino,None,2:53,N,12254.0,1.03,5.0,
"Saturday, May 30",NYY,@,ATH,L,4.0,6.0,9.0,35-23,2.0,1.5,Ginn,Weathers,Barlow,2:47,N,12361.0,1.99,-1.0,
"Sunday, May 31",NYY,@,ATH,W,13.0,8.0,9.0,36-23,2.0,1.5,Warren,Lopez,None,3:01,D,12515.0,1.39,1.0,
"Tuesday, Jun 2",NYY,Home,CLE,L,4.0,9.0,9.0,36-24,2.0,1.0,Holderman,Schlittler,None,3:14,N,41045.0,1.05,-1.0,
"Wednesday, Jun 3",NYY,Home,CLE,L,4.0,5.0,9.0,36-25,2.0,1.0,Williams,Cole,Smith,2:37,N,37683.0,1.24,-2.0,
"Thursday, Jun 4",NYY,Home,CLE,W,2.0,1.0,9.0,37-25,2.0,0.5,Headrick,Heuer,Bednar,2:20,D,39504.0,1.51,1.0,
"Friday, Jun 5",NYY,Home,BOS,L,3.0,5.0,9.0,37-26,2.0,1.5,Gray,Weathers,Chapman,2:23,N,43750.0,1.31,-1.0,
"Sunday, Jun 7",NYY,Home,BOS,W,6.0,1.0,9.0,38-26,1.0,Tied,Hill,Slaten,None,2:37,D,46144.0,.91,1.0,
"Monday, Jun 8",NYY,@,CLE,W,7.0,5.0,10.0,39-26,1.0,Tied,Bednar,Armstrong,None,3:41,N,29517.0,.71,2.0,
"Tuesday, Jun 9",NYY,@,CLE,W,3.0,2.0,9.0,40-26,1.0,Tied,Doval,Herrin,Cruz,3:02,N,27154.0,1.51,3.0,
"Wednesday, Jun 10",NYY,@,CLE,W,8.0,4.0,9.0,41-26,1.0,Tied,Rodón,Messick,None,2:48,D,31586.0,.61,4.0,
"Friday, Jun 12",NYY,@,TOR,L,5.0,8.0,9.0,41-27,1.0,Tied,Yesavage,Weathers,Varland,2:51,N,41596.0,.49,-1.0,
"Saturday, Jun 13",NYY,@,TOR,W,3.0,1.0,9.0,42-27,1.0,up 1.0,Cruz,Varland,Bednar,2:37,D,42364.0,1.39,1.0,
"Sunday, Jun 14",NYY,@,TOR,W,8.0,3.0,9.0,43-27,1.0,up 1.0,Doval,Fisher,None,3:14,D,41596.0,1.43,2.0,
"Tuesday, Jun 16",NYY,Home,CHW,W,12.0,2.0,9.0,44-27,1.0,up 2.5,Cole,Martin,Yarbrough,2:46,N,36723.0,.96,3.0,
"Wednesday, Jun 17",NYY,Home,CHW,W,10.0,5.0,9.0,45-27,1.0,up 3.5,Rodón,Kay,None,2:57,N,38558.0,.41,4.0,
"Thursday, Jun 18",NYY,Home,CHW,L,1.0,5.0,9.0,45-28,1.0,up 3.0,Burke,Cruz,None,2:33,N,44809.0,.53,-1.0,
"Friday, Jun 19",NYY,Home,CIN,W,5.0,0.0,9.0,46-28,1.0,up 3.0,Schlittler,Lowder,None,2:35,N,42420.0,.95,1.0,
"Saturday, Jun 20",NYY,Home,CIN,L,2.0,10.0,9.0,46-29,1.0,up 3.0,Abbott,Warren,None,2:53,D,46089.0,.83,-1.0,
"Sunday, Jun 21",NYY,Home,CIN,,,,,,,,,,,,,,,,
"Monday, Jun 22",NYY,@,DET,,,,,,,,,,,,,,,,
"Tuesday, Jun 23",NYY,@,DET,,,,,,,,,,,,,,,,
"Wednesday, Jun 24",NYY,@,DET,,,,,,,,,,,,,,,,
"Thursday, Jun 25",NYY,@,BOS,,,,,,,,,,,,,,,,
"Friday, Jun 26",NYY,@,BOS,,,,,,,,,,,,,,,,
"Saturday, Jun 27",NYY,@,BOS,,,,,,,,,,,,,,,,
"Sunday, Jun 28",NYY,@,BOS,,,,,,,,,,,,,,,,
"Monday, Jun 29",NYY,Home,DET,,,,,,,,,,,,,,,,
"Tuesday, Jun 30",NYY,Home,DET,,,,,,,,,,,,,,,,
"Wednesday, Jul 1",NYY,Home,DET,,,,,,,,,,,,,,,,
"Friday, Jul 3",NYY,Home,MIN,,,,,,,,,,,,,,,,
"Saturday, Jul 4",NYY,Home,MIN,,,,,,,,,,,,,,,,
"Sunday, Jul 5",NYY,Home,MIN,,,,,,,,,,,,,,,,
"Monday, Jul 6",NYY,@,TBR,,,,,,,,,,,,,,,,
"Tuesday, Jul 7",NYY,@,TBR,,,,,,,,,,,,,,,,
"Wednesday, Jul 8",NYY,@,TBR,,,,,,,,,,,,,,,,
"Thursday, Jul 9",NYY,@,TBR,,,,,,,,,,,,,,,,
"Friday, Jul 10",NYY,@,WSN,,,,,,,,,,,,,,,,
"Saturday, Jul 11",NYY,@,WSN,,,,,,,,,,,,,,,,
"Sunday, Jul 12",NYY,@,WSN,,,,,,,,,,,,,,,,
"Friday, Jul 17",NYY,Home,LAD,,,,,,,,,,,,,,,,
"Saturday, Jul 18",NYY,Home,LAD,,,,,,,,,,,,,,,,
"Sunday, Jul 19",NYY,Home,LAD,,,,,,,,,,,,,,,,
"Monday, Jul 20",NYY,Home,PIT,,,,,,,,,,,,,,,,
"Tuesday, Jul 21",NYY,Home,PIT,,,,,,,,,,,,,,,,
"Wednesday, Jul 22",NYY,Home,PIT,,,,,,,,,,,,,,,,
"Friday, Jul 24",NYY,@,PHI,,,,,,,,,,,,,,,,
"Saturday, Jul 25",NYY,@,PHI,,,,,,,,,,,,,,,,
