Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Monday, May 4",SEA,Home,ATL,W,5.0,4.0,9.0,17-19,2.0,2.0,Gilbert,Kinley,Muñoz,2:37,N,26934.0,1.43,1.0,
"Tuesday, May 5",SEA,Home,ATL,L,2.0,3.0,9.0,17-20,2.0,2.0,Suarez,Muñoz,Iglesias,2:20,N,27128.0,1.18,-1.0,
"Wednesday, May 6",SEA,Home,ATL,W,3.0,1.0,9.0,18-20,2.0,1.0,Woo,Pérez,Ferrer,2:27,D,23648.0,.93,1.0,
"Friday, May 8",SEA,@,CHW,W,12.0,8.0,9.0,19-20,2.0,1.5,Hancock,Burke,None,2:39,N,23011.0,.69,2.0,
"Saturday, May 9",SEA,@,CHW,L,1.0,6.0,9.0,19-21,2.0,2.5,Kay,Castillo,None,2:51,N,25438.0,.98,-1.0,
"Sunday, May 10",SEA,@,CHW,L,1.0,2.0,9.0,19-22,3.0,2.5,Hudson,Bazardo,Domínguez,2:30,D,19247.0,1.24,-2.0,
"Monday, May 11",SEA,@,HOU,W,3.0,1.0,9.0,20-22,2.0,2.0,Kirby,Lambert,Muñoz,2:29,N,27012.0,.79,1.0,
"Tuesday, May 12",SEA,@,HOU,W,10.0,2.0,9.0,21-22,2.0,1.0,Woo,Imai,None,2:54,N,28829.0,.89,2.0,
"Wednesday, May 13",SEA,@,HOU,L-wo,3.0,4.0,10.0,21-23,3.0,2.0,Abreu,Hoppe,None,3:25,N,27540.0,.90,-1.0,
"Thursday, May 14",SEA,@,HOU,W,8.0,3.0,9.0,22-23,2.0,1.0,Castillo,Burrows,None,2:56,D,24398.0,.57,1.0,
"Friday, May 15",SEA,Home,SDP,L,0.0,2.0,9.0,22-24,2.0,2.0,Vásquez,Hancock,Miller,2:28,N,43349.0,1.21,-1.0,
"Saturday, May 16",SEA,Home,SDP,L,4.0,7.0,9.0,22-25,2.0,2.0,Buehler,Gilbert,Estrada,2:52,D,44207.0,1.07,-2.0,
"Sunday, May 17",SEA,Home,SDP,L,3.0,8.0,9.0,22-26,3.0,2.0,Giolito,Kirby,None,2:54,D,40365.0,1.17,-3.0,
"Monday, May 18",SEA,Home,CHW,W,6.0,1.0,9.0,23-26,2.0,1.0,Woo,Schultz,None,2:44,N,31409.0,.81,1.0,
"Tuesday, May 19",SEA,Home,CHW,L,1.0,2.0,9.0,23-27,3.0,2.0,Hudson,Castillo,Taylor,2:48,N,28837.0,1.51,-1.0,
"Wednesday, May 20",SEA,Home,CHW,W,5.0,4.0,9.0,24-27,3.0,2.0,Brash,Newcomb,Ferrer,2:43,D,24492.0,.61,1.0,
"Friday, May 22",SEA,@,KCR,W,2.0,0.0,9.0,25-27,2.0,1.5,Bazardo,Mears,Muñoz,2:40,N,18842.0,.91,2.0,
"Saturday, May 23",SEA,@,KCR,L,0.0,5.0,9.0,25-28,2.0,1.5,Kolek,Kirby,None,2:06,D,25544.0,.69,-1.0,
"Sunday, May 24",SEA,@,KCR,L,6.0,8.0,9.0,25-29,2.0,2.5,Lugo,Woo,None,2:45,D,25014.0,.93,-2.0,
"Monday, May 25",SEA,@,ATH,W,9.0,2.0,9.0,26-29,2.0,1.5,Miller,Civale,None,2:41,N,11194.0,1.24,1.0,
"Tuesday, May 26",SEA,@,ATH,W,4.0,1.0,9.0,27-29,2.0,0.5,Hancock,Jump,None,2:29,N,9539.0,1.39,2.0,
"Wednesday, May 27",SEA,@,ATH,W,9.0,1.0,9.0,28-29,1.0,up 0.5,Gilbert,Springs,None,2:40,D,9612.0,1.73,3.0,
"Friday, May 29",SEA,Home,ARI,W-wo,7.0,6.0,10.0,29-29,1.0,up 1.5,Criswell,Morillo,None,3:10,N,44198.0,.97,4.0,
"Saturday, May 30",SEA,Home,ARI,W,5.0,1.0,9.0,30-29,1.0,up 1.5,Woo,Nelson,None,2:31,N,44364.0,1.05,5.0,
"Sunday, May 31",SEA,Home,ARI,W-wo,3.0,2.0,10.0,31-29,1.0,up 2.5,Castillo,Loaisiga,None,2:57,D,41897.0,1.24,6.0,
"Monday, Jun 1",SEA,Home,NYM,W-wo,3.0,2.0,10.0,32-29,1.0,up 2.5,Speier,Minter,None,2:33,N,23037.0,1.17,7.0,
"Tuesday, Jun 2",SEA,Home,NYM,W,8.0,3.0,9.0,33-29,1.0,up 2.5,Gilbert,Tong,None,2:42,N,28329.0,1.29,8.0,
"Wednesday, Jun 3",SEA,Home,NYM,L,1.0,7.0,9.0,33-30,1.0,up 2.0,Peralta,Kirby,None,2:35,D,27969.0,1.16,-1.0,
"Friday, Jun 5",SEA,@,DET,L,3.0,7.0,9.0,33-31,1.0,up 1.5,Valdez,Woo,None,2:45,N,32591.0,1.38,-2.0,
"Saturday, Jun 6",SEA,@,DET,W,4.0,0.0,9.0,34-31,1.0,up 2.5,Miller,Montero,None,2:41,D,32606.0,1.17,1.0,
"Sunday, Jun 7",SEA,@,DET,L-wo,4.0,5.0,9.0,34-32,1.0,up 1.5,Vest,Muñoz,None,3:08,D,34893.0,1.21,-1.0,
"Monday, Jun 8",SEA,@,BAL,W,6.0,3.0,9.0,35-32,1.0,up 2.0,Hancock,Gibson,Muñoz,2:45,N,12377.0,1.36,1.0,
"Tuesday, Jun 9",SEA,@,BAL,W,6.0,5.0,10.0,36-32,1.0,up 3.0,Ferrer,Garcia,Davila,3:12,N,14728.0,1.37,2.0,
"Wednesday, Jun 10",SEA,@,BAL,L,2.0,7.0,9.0,36-33,1.0,up 2.0,Young,Kirby,None,2:25,N,13483.0,.69,-1.0,
"Thursday, Jun 11",SEA,@,BAL,L,5.0,7.0,9.0,36-34,1.0,up 1.0,Wells,Woo,Kittredge,2:44,N,15776.0,1.17,-2.0,
"Friday, Jun 12",SEA,@,WSN,W,10.0,2.0,9.0,37-34,1.0,up 2.0,Miller,Littell,None,2:30,N,22226.0,1.04,1.0,
"Saturday, Jun 13",SEA,@,WSN,L,3.0,8.0,9.0,37-35,1.0,up 1.0,Cavalli,Castillo,None,2:55,D,30004.0,1.33,-1.0,
"Sunday, Jun 14",SEA,@,WSN,L,1.0,10.0,9.0,37-36,1.0,up 1.0,Mikolas,Hancock,None,2:14,D,27264.0,1.76,-2.0,
"Tuesday, Jun 16",SEA,Home,BAL,W,3.0,1.0,9.0,38-36,1.0,up 1.5,Gilbert,Young,Muñoz,2:18,N,27396.0,1.02,1.0,
"Wednesday, Jun 17",SEA,Home,BAL,L,3.0,5.0,9.0,38-37,1.0,up 1.5,Bradish,Kirby,None,2:29,N,28068.0,1.50,-1.0,
"Thursday, Jun 18",SEA,Home,BAL,W,3.0,0.0,9.0,39-37,1.0,up 1.5,Woo,Baz,Muñoz,2:15,D,43053.0,1.70,1.0,
"Friday, Jun 19",SEA,Home,BOS,L,2.0,6.0,9.0,39-38,1.0,up 0.5,Suarez,Miller,None,2:23,N,45775.0,.75,-1.0,
"Saturday, Jun 20",SEA,Home,BOS,L,1.0,5.0,9.0,39-39,1.0,up 0.5,Early,Hancock,None,2:34,N,45663.0,1.22,-2.0,
"Sunday, Jun 21",SEA,Home,BOS,,,,,,,,,,,,,,,,
"Tuesday, Jun 23",SEA,@,PIT,,,,,,,,,,,,,,,,
"Wednesday, Jun 24",SEA,@,PIT,,,,,,,,,,,,,,,,
"Thursday, Jun 25",SEA,@,PIT,,,,,,,,,,,,,,,,
"Friday, Jun 26",SEA,@,CLE,,,,,,,,,,,,,,,,
"Saturday, Jun 27",SEA,@,CLE,,,,,,,,,,,,,,,,
"Sunday, Jun 28",SEA,@,CLE,,,,,,,,,,,,,,,,
"Monday, Jun 29",SEA,Home,LAA,,,,,,,,,,,,,,,,
"Tuesday, Jun 30",SEA,Home,LAA,,,,,,,,,,,,,,,,
"Thursday, Jul 2",SEA,Home,LAA,,,,,,,,,,,,,,,,
"Friday, Jul 3",SEA,Home,TOR,,,,,,,,,,,,,,,,
"Saturday, Jul 4",SEA,Home,TOR,,,,,,,,,,,,,,,,
"Sunday, Jul 5",SEA,Home,TOR,,,,,,,,,,,,,,,,
"Tuesday, Jul 7",SEA,@,MIA,,,,,,,,,,,,,,,,
"Wednesday, Jul 8",SEA,@,MIA,,,,,,,,,,,,,,,,
"Thursday, Jul 9",SEA,@,MIA,,,,,,,,,,,,,,,,
"Friday, Jul 10",SEA,@,TBR,,,,,,,,,,,,,,,,
"Saturday, Jul 11",SEA,@,TBR,,,,,,,,,,,,,,,,
"Sunday, Jul 12",SEA,@,TBR,,,,,,,,,,,,,,,,
"Friday, Jul 17",SEA,Home,SFG,,,,,,,,,,,,,,,,
"Saturday, Jul 18",SEA,Home,SFG,,,,,,,,,,,,,,,,
"Sunday, Jul 19",SEA,Home,SFG,,,,,,,,,,,,,,,,
"Monday, Jul 20",SEA,Home,CIN,,,,,,,,,,,,,,,,
"Tuesday, Jul 21",SEA,Home,CIN,,,,,,,,,,,,,,,,
"Wednesday, Jul 22",SEA,Home,CIN,,,,,,,,,,,,,,,,
"Friday, Jul 24",SEA,@,TEX,,,,,,,,,,,,,,,,
"Saturday, Jul 25",SEA,@,TEX,,,,,,,,,,,,,,,,
"Sunday, Jul 26",SEA,@,TEX,,,,,,,,,,,,,,,,
"Monday, Jul 27",SEA,@,TEX,,,,,,,,,,,,,,,,
"Tuesday, Jul 28",SEA,@,LAD,,,,,,,,,,,,,,,,
"Wednesday, Jul 29",SEA,@,LAD,,,,,,,,,,,,,,,,
"Thursday, Jul 30",SEA,@,LAD,,,,,,,,,,,,,,,,
"Friday, Jul 31",SEA,Home,MIN,,,,,,,,,,,,,,,,
"Saturday, Aug 1",SEA,Home,MIN,,,,,,,,,,,,,,,,
"Sunday, Aug 2",SEA,Home,MIN,,,,,,,,,,,,,,,,
"Tuesday, Aug 4",SEA,Home,DET,,,,,,,,,,,,,,,,
"Wednesday, Aug 5",SEA,Home,DET,,,,,,,,,,,,,,,,
"Thursday, Aug 6",SEA,Home,DET,,,,,,,,,,,,,,,,
"Friday, Aug 7",SEA,Home,TBR,,,,,,,,,,,,,,,,
"Saturday, Aug 8",SEA,Home,TBR,,,,,,,,,,,,,,,,
"Sunday, Aug 9",SEA,Home,TBR,,,,,,,,,,,,,,,,
"Tuesday, Aug 11",SEA,@,NYY,,,,,,,,,,,,,,,,
"Wednesday, Aug 12",SEA,@,NYY,,,,,,,,,,,,,,,,
"Thursday, Aug 13",SEA,@,NYY,,,,,,,,,,,,,,,,
"Friday, Aug 14",SEA,@,HOU,,,,,,,,,,,,,,,,
"Saturday, Aug 15",SEA,@,HOU,,,,,,,,,,,,,,,,
"Sunday, Aug 16",SEA,@,HOU,,,,,,,,,,,,,,,,
"Tuesday, Aug 18",SEA,@,MIL,,,,,,,,,,,,,,,,
"Wednesday, Aug 19",SEA,@,MIL,,,,,,,,,,,,,,,,
"Thursday, Aug 20",SEA,@,MIL,,,,,,,,,,,,,,,,
"Friday, Aug 21",SEA,Home,CHC,,,,,,,,,,,,,,,,
"Saturday, Aug 22",SEA,Home,CHC,,,,,,,,,,,,,,,,
"Sunday, Aug 23",SEA,Home,CHC,,,,,,,,,,,,,,,,
"Monday, Aug 24",SEA,Home,PHI,,,,,,,,,,,,,,,,
"Tuesday, Aug 25",SEA,Home,PHI,,,,,,,,,,,,,,,,
"Wednesday, Aug 26",SEA,Home,PHI,,,,,,,,,,,,,,,,
"Friday, Aug 28",SEA,@,TOR,,,,,,,,,,,,,,,,
"Saturday, Aug 29",SEA,@,TOR,,,,,,,,,,,,,,,,
"Sunday, Aug 30",SEA,@,TOR,,,,,,,,,,,,,,,,
"Monday, Aug 31",SEA,@,BOS,,,,,,,,,,,,,,,,
"Tuesday, Sep 1",SEA,@,BOS,,,,,,,,,,,,,,,,
"Wednesday, Sep 2",SEA,@,BOS,,,,,,,,,,,,,,,,
"Thursday, Sep 3",SEA,Home,ATH,,,,,,,,,,,,,,,,
"Friday, Sep 4",SEA,Home,ATH,,,,,,,,,,,,,,,,
"Saturday, Sep 5",SEA,Home,ATH,,,,,,,,,,,,,,,,
"Sunday, Sep 6",SEA,Home,ATH,,,,,,,,,,,,,,,,
"Tuesday, Sep 8",SEA,Home,TEX,,,,,,,,,,,,,,,,
"Wednesday, Sep 9",SEA,Home,TEX,,,,,,,,,,,,,,,,
"Thursday, Sep 10",SEA,Home,TEX,,,,,,,,,,,,,,,,
"Friday, Sep 11",SEA,@,ATH,,,,,,,,,,,,,,,,
"Saturday, Sep 12",SEA,@,ATH,,,,,,,,,,,,,,,,
"Sunday, Sep 13",SEA,@,ATH,,,,,,,,,,,,,,,,
"Monday, Sep 14",SEA,@,LAA,,,,,,,,,,,,,,,,
"Tuesday, Sep 15",SEA,@,LAA,,,,,,,,,,,,,,,,
"Wednesday, Sep 16",SEA,@,LAA,,,,,,,,,,,,,,,,
"Friday, Sep 18",SEA,@,COL,,,,,,,,,,,,,,,,
"Saturday, Sep 19",SEA,@,COL,,,,,,,,,,,,,,,,
"Sunday, Sep 20",SEA,@,COL,,,,,,,,,,,,,,,,
"Tuesday, Sep 22",SEA,Home,HOU,,,,,,,,,,,,,,,,
"Wednesday, Sep 23",SEA,Home,HOU,,,,,,,,,,,,,,,,
"Thursday, Sep 24",SEA,Home,LAA,,,,,,,,,,,,,,,,
"Friday, Sep 25",SEA,Home,LAA,,,,,,,,,,,,,,,,
"Saturday, Sep 26",SEA,Home,LAA,,,,,,,,,,,,,,,,
"Thursday, Mar 26",STL,Home,TBR,W,9.0,7.0,9.0,1-0,1.0,Tied,O'Brien,Cleavinger,Stanek,3:04,D,45037.0,.69,1.0,
"Saturday, Mar 28",STL,Home,TBR,W-wo,6.0,5.0,10.0,2-0,1.0,Tied,Stanek,Jax,None,2:43,D,25951.0,1.13,2.0,
"Sunday, Mar 29",STL,Home,TBR,L,7.0,11.0,9.0,2-1,2.0,1.0,Matz,May,None,2:55,D,27653.0,.90,-1.0,
"Monday, Mar 30",STL,Home,NYM,L,2.0,4.0,9.0,2-2,3.0,1.0,Holmes,Leahy,Williams,2:32,N,21307.0,1.87,-2.0,
"Tuesday, Mar 31",STL,Home,NYM,W,3.0,0.0,9.0,3-2,2.0,1.0,Pallante,Senga,O'Brien,2:21,N,22823.0,.53,1.0,
"Wednesday, Apr 1",STL,Home,NYM,W-wo,2.0,1.0,11.0,4-2,2.0,1.0,Graceffo,Myers,None,3:11,D,21684.0,.73,2.0,
"Friday, Apr 3",STL,@,DET,L,0.0,4.0,9.0,4-3,2.0,1.5,Valdez,McGreevy,None,2:31,D,45008.0,.28,-1.0,
"Saturday, Apr 4",STL,@,DET,L,6.0,11.0,9.0,4-4,4.0,2.0,Hurter,May,None,2:58,D,28708.0,1.64,-2.0,
"Sunday, Apr 5",STL,@,DET,W,5.0,3.0,9.0,5-4,4.0,2.0,Leahy,Montero,O'Brien,2:53,N,28823.0,.99,1.0,
"Monday, Apr 6",STL,@,WSN,L,6.0,9.0,9.0,5-5,4.0,3.0,Pérez,Svanson,None,2:56,N,12319.0,.67,-1.0,
"Tuesday, Apr 7",STL,@,WSN,W,7.0,6.0,10.0,6-5,4.0,2.0,Soriano,Henry,O'Brien,3:23,N,20036.0,1.05,1.0,
"Wednesday, Apr 8",STL,@,WSN,W,6.0,1.0,9.0,7-5,3.0,1.0,McGreevy,Mikolas,None,2:47,D,12686.0,1.04,2.0,
"Friday, Apr 10",STL,Home,BOS,W,3.0,2.0,9.0,8-5,1.0,Tied,May,Kelly,O'Brien,2:38,N,27125.0,.72,3.0,
"Saturday, Apr 11",STL,Home,BOS,L,1.0,7.0,9.0,8-6,3.0,1.0,Suarez,Leahy,None,2:59,N,31664.0,1.83,-1.0,
"Sunday, Apr 12",STL,Home,BOS,L,3.0,9.0,9.0,8-7,3.0,1.0,Bello,Pallante,None,2:41,D,25122.0,1.05,-2.0,
"Monday, Apr 13",STL,Home,CLE,L,3.0,9.0,9.0,8-8,4.0,2.0,Williams,Liberatore,None,2:57,N,17901.0,1.05,-3.0,
"Tuesday, Apr 14",STL,Home,CLE,W-wo,6.0,5.0,10.0,9-8,3.0,1.0,O'Brien,Herrin,None,2:52,N,20772.0,1.16,1.0,
"Wednesday, Apr 15",STL,Home,CLE,W,5.0,3.0,9.0,10-8,3.0,1.0,May,Brogdon,O'Brien,2:55,D,22642.0,1.15,2.0,
"Friday, Apr 17",STL,@,HOU,W,9.0,4.0,9.0,11-8,3.0,0.5,Leahy,Lambert,None,2:48,N,33086.0,.61,3.0,
"Saturday, Apr 18",STL,@,HOU,W,7.0,5.0,9.0,12-8,2.0,0.5,Pallante,McCullers,O'Brien,2:55,N,33319.0,.93,4.0,
"Sunday, Apr 19",STL,@,HOU,W,7.0,5.0,10.0,13-8,2.0,0.5,O'Brien,King,Graceffo,3:10,D,33491.0,.95,5.0,
"Monday, Apr 20",STL,@,MIA,L,3.0,5.0,9.0,13-9,2.0,1.5,Faucher,McGreevy,Fairbanks,2:32,N,8285.0,.97,-1.0,
"Tuesday, Apr 21",STL,@,MIA,W,5.0,3.0,9.0,14-9,2.0,1.5,May,Paddack,O'Brien,3:09,N,8412.0,.62,1.0,
"Wednesday, Apr 22",STL,@,MIA,L,1.0,4.0,9.0,14-10,3.0,1.5,Junk,Leahy,Fairbanks,2:25,D,7593.0,1.07,-1.0,
"Friday, Apr 24",STL,Home,SEA,L,2.0,3.0,9.0,14-11,4.0,2.5,Kirby,Pallante,Muñoz,2:41,N,31304.0,.73,-2.0,
"Saturday, Apr 25",STL,Home,SEA,L,9.0,11.0,9.0,14-12,4.0,3.5,Brash,O'Brien,Muñoz,3:16,D,27236.0,.47,-3.0,
"Sunday, Apr 26",STL,Home,SEA,L,2.0,3.0,9.0,14-13,4.0,3.5,Bazardo,Romero,Ferrer,2:36,D,30780.0,.69,-4.0,
"Monday, Apr 27",STL,@,PIT,W,4.0,2.0,9.0,15-13,4.0,3.0,Fernandez,Santana,Soriano,2:38,N,9787.0,.78,1.0,
"Tuesday, Apr 28",STL,@,PIT,W,11.0,7.0,9.0,16-13,3.0,3.0,Leahy,Ashcraft,None,2:41,N,8758.0,1.16,2.0,
"Wednesday, Apr 29",STL,@,PIT,W,5.0,4.0,9.0,17-13,3.0,2.0,Pallante,Chandler,O'Brien,3:03,N,9297.0,.94,3.0,
"Thursday, Apr 30",STL,@,PIT,W,10.0,5.0,9.0,18-13,3.0,2.0,Graceffo,Skenes,None,3:05,D,12143.0,1.39,4.0,
"Friday, May 1",STL,Home,LAD,W,7.0,2.0,9.0,19-13,3.0,1.0,Liberatore,Sheehan,None,2:51,N,28308.0,.97,5.0,
"Saturday, May 2",STL,Home,LAD,W,3.0,2.0,9.0,20-13,2.0,1.0,McGreevy,Sasaki,O'Brien,2:37,N,34323.0,1.39,6.0,
"Sunday, May 3",STL,Home,LAD,L,1.0,4.0,9.0,20-14,2.0,2.0,Wrobleski,May,Scott,2:28,D,36423.0,1.05,-1.0,
"Monday, May 4",STL,Home,MIL,W,6.0,3.0,9.0,21-14,2.0,2.0,Leahy,Patrick,O'Brien,2:48,N,22080.0,.80,1.0,
"Wednesday, May 6",STL,Home,MIL,L,2.0,6.0,9.0,21-15,2.0,3.5,Ashby,Pallante,None,2:50,D,25772.0,.99,-1.0,
"Thursday, May 7",STL,@,SDP,W,2.0,1.0,9.0,22-15,2.0,3.5,Liberatore,Rodriguez,O'Brien,2:25,N,44966.0,1.81,1.0,
"Friday, May 8",STL,@,SDP,W,6.0,0.0,9.0,23-15,2.0,3.5,McGreevy,Canning,None,2:38,N,40442.0,1.04,2.0,
"Saturday, May 9",STL,@,SDP,L,2.0,4.0,9.0,23-16,2.0,3.5,Vásquez,May,Miller,2:47,D,41559.0,1.37,-1.0,
"Sunday, May 10",STL,@,SDP,L-wo,2.0,3.0,10.0,23-17,2.0,3.5,Morejón,Graceffo,None,2:47,D,39795.0,1.87,-2.0,
"Tuesday, May 12",STL,@,ATH,W,6.0,4.0,9.0,24-17,2.0,2.5,Pallante,Springs,O'Brien,2:54,N,11132.0,1.12,1.0,
"Wednesday, May 13",STL,@,ATH,L,2.0,6.0,9.0,24-18,2.0,2.5,Ginn,Liberatore,None,2:39,N,10182.0,.61,-1.0,
"Thursday, May 14",STL,@,ATH,W,5.0,4.0,9.0,25-18,2.0,2.5,Svanson,Perkins,O'Brien,2:55,D,8975.0,1.11,1.0,
"Friday, May 15",STL,Home,KCR,W-wo,5.0,4.0,11.0,26-18,2.0,2.5,Graceffo,Cruz,None,3:12,N,26949.0,.94,2.0,
"Saturday, May 16",STL,Home,KCR,W,4.0,2.0,9.0,27-18,2.0,1.5,Leahy,Cameron,Soriano,2:07,D,32379.0,1.21,3.0,
"Sunday, May 17",STL,Home,KCR,L,0.0,2.0,9.0,27-19,2.0,1.5,Kolek,Pallante,Erceg,2:40,D,38051.0,.75,-1.0,
"Tuesday, May 19",STL,Home,PIT,W-wo,9.0,6.0,10.0,28-19,2.0,0.5,Soriano,Montgomery,None,3:01,N,22958.0,1.62,1.0,
"Wednesday, May 20",STL,Home,PIT,L,0.0,7.0,9.0,28-20,2.0,1.5,Mlodzinski,McGreevy,None,3:09,N,27185.0,1.43,-1.0,
"Thursday, May 21",STL,Home,PIT,L,2.0,6.0,9.0,28-21,3.0,2.0,Ashcraft,May,None,2:32,D,27705.0,1.72,-2.0,
"Saturday, May 23 (1)",STL,@,CIN,W,8.0,1.0,9.0,29-21,2.0,2.0,Pallante,Paddack,None,2:39,D,19927.0,1.17,1.0,
"Saturday, May 23 (2)",STL,@,CIN,L-wo,6.0,7.0,11.0,29-22,2.0,2.0,Johnson,O'Brien,None,3:25,N,31144.0,1.30,-1.0,
"Monday, May 25",STL,@,MIL,L,1.0,5.0,9.0,29-23,2.0,2.5,Misiorowski,Liberatore,None,2:29,D,35695.0,1.22,-2.0,
"Tuesday, May 26",STL,@,MIL,L,0.0,6.0,9.0,29-24,2.0,3.5,Harrison,McGreevy,None,2:29,N,33532.0,1.40,-3.0,
"Wednesday, May 27",STL,@,MIL,L,1.0,2.0,9.0,29-25,2.0,4.5,Ashby,May,Megill,2:17,D,30391.0,1.39,-4.0,
"Friday, May 29",STL,Home,CHC,W,6.0,5.0,9.0,30-25,2.0,4.5,Graceffo,Imanaga,O'Brien,2:32,N,37564.0,1.22,1.0,
"Saturday, May 30",STL,Home,CHC,L,1.0,6.0,9.0,30-26,3.0,4.5,Brown,Fernandez,None,2:56,N,40147.0,1.68,-1.0,
"Sunday, May 31",STL,Home,CHC,W,5.0,1.0,9.0,31-26,2.0,4.5,Liberatore,Wicks,Dobbins,2:43,N,34753.0,.34,1.0,
