Home Team,Home Abbreviation,Home ID,Home Score,Home Q1,Home Q2,Home Q3,Home Q4,Away Team,Away Abbreviation,Away ID,Away Score,Away Q1,Away Q2,Away Q3,Away Q4
Indiana Pacers,IND,11,98.0,19.0,34.0,26.0,19.0,Boston Celtics,BOS,2,96.0,24.0,32.0,21.0,19.0
Toronto Raptors,TOR,28,102.0,28.0,23.0,26.0,25.0,Philadelphia 76ers,PHI,20,115.0,45.0,35.0,19.0,16.0
Dallas Mavericks,DAL,6,113.0,32.0,24.0,28.0,29.0,Brooklyn Nets,BKN,17,105.0,23.0,22.0,32.0,28.0
Sacramento Kings,SAC,23,124.0,32.0,29.0,34.0,29.0,Los Angeles Lakers,LAL,13,112.0,28.0,26.0,29.0,29.0
LA Clippers,LAC,12,117.0,24.0,21.0,41.0,31.0,Charlotte Hornets,CHA,30,109.0,26.0,17.0,41.0,25.0
Miami Heat,MIA,14,127.0,36.0,35.0,21.0,35.0,Phoenix Suns,PHX,21,121.0,28.0,26.0,38.0,29.0
Houston Rockets,HOU,10,119.0,29.0,28.0,33.0,29.0,Chicago Bulls,CHI,4,113.0,24.0,36.0,28.0,25.0
Milwaukee Bucks,MIL,15,106.0,20.0,25.0,33.0,28.0,Minnesota Timberwolves,MIN,16,139.0,38.0,38.0,30.0,33.0
New Orleans Pelicans,NO,3,116.0,31.0,34.0,27.0,24.0,Denver Nuggets,DEN,7,122.0,32.0,28.0,29.0,33.0
Oklahoma City Thunder,OKC,25,119.0,32.0,23.0,40.0,24.0,San Antonio Spurs,SA,24,98.0,26.0,26.0,24.0,22.0
Los Angeles Lakers,LAL,13,141.0,37.0,44.0,21.0,39.0,Atlanta Hawks,ATL,1,116.0,30.0,30.0,26.0,30.0
Golden State Warriors,GS,9,119.0,38.0,29.0,28.0,24.0,Portland Trail Blazers,POR,22,97.0,24.0,17.0,30.0,26.0
Indiana Pacers,IND,11,101.0,18.0,30.0,30.0,23.0,Toronto Raptors,TOR,28,115.0,39.0,28.0,27.0,21.0
Philadelphia 76ers,PHI,20,107.0,18.0,29.0,28.0,32.0,Cleveland Cavaliers,CLE,5,133.0,33.0,27.0,33.0,40.0
Chicago Bulls,CHI,4,128.0,36.0,35.0,23.0,34.0,Utah Jazz,UTAH,26,126.0,39.0,23.0,32.0,32.0
New Orleans Pelicans,NO,3,116.0,27.0,27.0,33.0,29.0,Brooklyn Nets,BKN,17,113.0,31.0,24.0,32.0,26.0
Dallas Mavericks,DAL,6,109.0,23.0,23.0,32.0,31.0,Denver Nuggets,DEN,7,118.0,29.0,34.0,25.0,30.0
Sacramento Kings,SAC,23,112.0,32.0,24.0,40.0,16.0,New York Knicks,NY,18,101.0,17.0,25.0,34.0,25.0
LA Clippers,LAC,12,119.0,37.0,33.0,26.0,23.0,Washington Wizards,WSH,27,105.0,22.0,29.0,38.0,16.0
Orlando Magic,ORL,19,118.0,23.0,35.0,26.0,34.0,Memphis Grizzlies,MEM,29,111.0,39.0,28.0,12.0,32.0
Detroit Pistons,DET,8,108.0,23.0,33.0,33.0,19.0,Phoenix Suns,PHX,21,105.0,32.0,31.0,27.0,15.0
Miami Heat,MIA,14,114.0,36.0,28.0,29.0,21.0,Boston Celtics,BOS,2,119.0,25.0,29.0,29.0,36.0
Houston Rockets,HOU,10,91.0,19.0,29.0,27.0,16.0,Oklahoma City Thunder,OKC,25,111.0,21.0,34.0,22.0,34.0
San Antonio Spurs,SA,24,119.0,31.0,35.0,40.0,13.0,Milwaukee Bucks,MIL,15,101.0,27.0,26.0,16.0,32.0
Dallas Mavericks,DAL,6,144.0,35.0,35.0,42.0,32.0,Utah Jazz,UTAH,26,122.0,24.0,26.0,29.0,43.0
Golden State Warriors,GS,9,126.0,30.0,32.0,37.0,27.0,New York Knicks,NY,18,113.0,35.0,24.0,28.0,26.0
Portland Trail Blazers,POR,22,117.0,33.0,21.0,34.0,29.0,Atlanta Hawks,ATL,1,101.0,25.0,31.0,31.0,14.0
Los Angeles Lakers,LAL,13,117.0,39.0,16.0,38.0,24.0,Charlotte Hornets,CHA,30,135.0,30.0,34.0,40.0,31.0
Indiana Pacers,IND,11,127.0,31.0,42.0,29.0,25.0,New Orleans Pelicans,NO,3,119.0,33.0,33.0,27.0,26.0
Philadelphia 76ers,PHI,20,115.0,31.0,31.0,29.0,24.0,Cleveland Cavaliers,CLE,5,117.0,31.0,24.0,29.0,33.0
Brooklyn Nets,BKN,17,112.0,27.0,30.0,32.0,23.0,Chicago Bulls,CHI,4,109.0,23.0,17.0,32.0,37.0
Toronto Raptors,TOR,28,117.0,32.0,29.0,28.0,20.0,LA Clippers,LAC,12,121.0,24.0,28.0,26.0,31.0
Houston Rockets,HOU,10,110.0,29.0,24.0,28.0,29.0,Minnesota Timberwolves,MIN,16,105.0,34.0,21.0,27.0,23.0
Sacramento Kings,SAC,23,128.0,41.0,26.0,34.0,27.0,Washington Wizards,WSH,27,115.0,22.0,39.0,23.0,31.0
Dallas Mavericks,DAL,6,138.0,42.0,29.0,35.0,32.0,Utah Jazz,UTAH,26,120.0,29.0,30.0,35.0,26.0
Atlanta Hawks,ATL,1,106.0,23.0,28.0,23.0,32.0,Boston Celtics,BOS,2,132.0,30.0,52.0,35.0,15.0
Detroit Pistons,DET,8,121.0,31.0,28.0,33.0,29.0,Indiana Pacers,IND,11,78.0,11.0,14.0,28.0,25.0
New York Knicks,NY,18,99.0,27.0,29.0,21.0,22.0,Phoenix Suns,PHX,21,106.0,19.0,36.0,25.0,26.0
Miami Heat,MIA,14,122.0,30.0,30.0,35.0,27.0,Oklahoma City Thunder,OKC,25,120.0,37.0,28.0,30.0,25.0
San Antonio Spurs,SA,24,126.0,21.0,48.0,27.0,30.0,Minnesota Timberwolves,MIN,16,123.0,22.0,22.0,40.0,39.0
Golden State Warriors,GS,9,136.0,39.0,30.0,43.0,24.0,Charlotte Hornets,CHA,30,116.0,28.0,29.0,37.0,22.0
Denver Nuggets,DEN,7,121.0,36.0,26.0,21.0,38.0,Washington Wizards,WSH,27,115.0,29.0,34.0,23.0,29.0
Portland Trail Blazers,POR,22,132.0,40.0,31.0,36.0,25.0,Los Angeles Lakers,LAL,13,116.0,27.0,34.0,29.0,26.0
Memphis Grizzlies,MEM,29,126.0,40.0,32.0,28.0,26.0,Orlando Magic,ORL,19,109.0,23.0,30.0,28.0,28.0
Chicago Bulls,CHI,4,124.0,39.0,31.0,25.0,29.0,Brooklyn Nets,BKN,17,102.0,22.0,29.0,20.0,31.0
Houston Rockets,HOU,10,119.0,32.0,32.0,23.0,32.0,New Orleans Pelicans,NO,3,110.0,30.0,24.0,26.0,30.0
Denver Nuggets,DEN,7,87.0,18.0,16.0,23.0,30.0,Charlotte Hornets,CHA,30,110.0,33.0,27.0,27.0,23.0
Sacramento Kings,SAC,23,110.0,32.0,21.0,29.0,28.0,Portland Trail Blazers,POR,22,117.0,32.0,32.0,29.0,24.0
Los Angeles Lakers,LAL,13,110.0,23.0,32.0,32.0,23.0,Toronto Raptors,TOR,28,93.0,30.0,24.0,26.0,13.0
Atlanta Hawks,ATL,1,110.0,19.0,19.0,34.0,38.0,Milwaukee Bucks,MIL,15,112.0,20.0,34.0,26.0,32.0
Cleveland Cavaliers,CLE,5,104.0,27.0,24.0,28.0,25.0,Oklahoma City Thunder,OKC,25,136.0,32.0,34.0,25.0,45.0
Washington Wizards,WSH,27,106.0,26.0,27.0,28.0,25.0,LA Clippers,LAC,12,110.0,26.0,28.0,25.0,31.0
New York Knicks,NY,18,97.0,22.0,25.0,24.0,26.0,Dallas Mavericks,DAL,6,114.0,31.0,44.0,19.0,20.0
San Antonio Spurs,SA,24,123.0,34.0,27.0,35.0,27.0,Utah Jazz,UTAH,26,110.0,26.0,31.0,23.0,30.0
Philadelphia 76ers,PHI,20,113.0,33.0,17.0,32.0,31.0,Indiana Pacers,IND,11,104.0,30.0,25.0,26.0,23.0
Brooklyn Nets,BKN,17,117.0,26.0,42.0,21.0,28.0,Phoenix Suns,PHX,21,126.0,40.0,32.0,31.0,23.0
Detroit Pistons,DET,8,104.0,26.0,33.0,25.0,20.0,Boston Celtics,BOS,2,103.0,29.0,22.0,31.0,21.0
Golden State Warriors,GS,9,135.0,36.0,34.0,34.0,31.0,Miami Heat,MIA,14,112.0,34.0,32.0,27.0,19.0
Philadelphia 76ers,PHI,20,110.0,30.0,23.0,31.0,26.0,Phoenix Suns,PHX,21,116.0,27.0,30.0,40.0,19.0
Chicago Bulls,CHI,4,138.0,25.0,45.0,32.0,36.0,LA Clippers,LAC,12,110.0,30.0,19.0,34.0,27.0
Houston Rockets,HOU,10,111.0,28.0,32.0,22.0,29.0,San Antonio Spurs,SA,24,106.0,39.0,31.0,22.0,14.0
Utah Jazz,UTAH,26,127.0,29.0,30.0,25.0,43.0,Minnesota Timberwolves,MIN,16,122.0,34.0,24.0,38.0,26.0
Denver Nuggets,DEN,7,107.0,37.0,34.0,17.0,19.0,Los Angeles Lakers,LAL,13,115.0,28.0,29.0,29.0,29.0
Golden State Warriors,GS,9,127.0,28.0,22.0,44.0,33.0,Toronto Raptors,TOR,28,145.0,41.0,29.0,38.0,37.0
Sacramento Kings,SAC,23,117.0,25.0,39.0,25.0,28.0,Miami Heat,MIA,14,130.0,32.0,45.0,23.0,30.0
Charlotte Hornets,CHA,30,87.0,20.0,12.0,32.0,23.0,Cleveland Cavaliers,CLE,5,94.0,33.0,23.0,20.0,18.0
Boston Celtics,BOS,2,119.0,30.0,36.0,25.0,28.0,Indiana Pacers,IND,11,104.0,20.0,26.0,32.0,26.0
New York Knicks,NY,18,120.0,38.0,22.0,28.0,32.0,Brooklyn Nets,BKN,17,66.0,20.0,18.0,18.0,10.0
Memphis Grizzlies,MEM,29,122.0,32.0,27.0,36.0,27.0,Atlanta Hawks,ATL,1,124.0,31.0,35.0,28.0,30.0
New Orleans Pelicans,NO,3,104.0,30.0,32.0,22.0,20.0,Detroit Pistons,DET,8,112.0,34.0,34.0,21.0,23.0
Milwaukee Bucks,MIL,15,102.0,18.0,33.0,26.0,25.0,Oklahoma City Thunder,OKC,25,122.0,38.0,31.0,30.0,23.0
Sacramento Kings,SAC,23,109.0,30.0,31.0,21.0,27.0,Toronto Raptors,TOR,28,122.0,26.0,26.0,43.0,27.0
Orlando Magic,ORL,19,97.0,20.0,21.0,26.0,30.0,Charlotte Hornets,CHA,30,124.0,35.0,27.0,35.0,27.0
Philadelphia 76ers,PHI,20,128.0,32.0,36.0,22.0,25.0,Houston Rockets,HOU,10,122.0,34.0,27.0,27.0,27.0
Washington Wizards,WSH,27,97.0,23.0,23.0,29.0,22.0,Denver Nuggets,DEN,7,107.0,27.0,21.0,33.0,26.0
Dallas Mavericks,DAL,6,123.0,24.0,31.0,29.0,39.0,Golden State Warriors,GS,9,115.0,27.0,23.0,39.0,26.0
Minnesota Timberwolves,MIN,16,115.0,32.0,29.0,29.0,25.0,Chicago Bulls,CHI,4,120.0,26.0,34.0,33.0,27.0
Utah Jazz,UTAH,26,109.0,31.0,22.0,39.0,17.0,San Antonio Spurs,SA,24,126.0,31.0,34.0,32.0,29.0
LA Clippers,LAC,12,112.0,36.0,28.0,22.0,26.0,Los Angeles Lakers,LAL,13,104.0,29.0,18.0,25.0,32.0
Portland Trail Blazers,POR,22,127.0,38.0,26.0,39.0,24.0,Miami Heat,MIA,14,110.0,31.0,32.0,29.0,18.0
Detroit Pistons,DET,8,104.0,20.0,32.0,20.0,32.0,Houston Rockets,HOU,10,111.0,28.0,24.0,34.0,25.0
Atlanta Hawks,ATL,1,110.0,27.0,37.0,20.0,26.0,Phoenix Suns,PHX,21,103.0,31.0,28.0,32.0,12.0
Brooklyn Nets,BKN,17,126.0,28.0,27.0,26.0,23.0,Boston Celtics,BOS,2,130.0,28.0,21.0,29.0,26.0
Cleveland Cavaliers,CLE,5,123.0,35.0,33.0,34.0,21.0,Sacramento Kings,SAC,23,118.0,35.0,36.0,22.0,25.0
Memphis Grizzlies,MEM,29,127.0,30.0,35.0,36.0,26.0,New Orleans Pelicans,NO,3,133.0,30.0,30.0,33.0,40.0
Oklahoma City Thunder,OKC,25,114.0,28.0,25.0,32.0,29.0,Indiana Pacers,IND,11,117.0,39.0,19.0,31.0,28.0
Milwaukee Bucks,MIL,15,100.0,21.0,21.0,21.0,37.0,Denver Nuggets,DEN,7,102.0,21.0,27.0,30.0,24.0
Portland Trail Blazers,POR,22,98.0,12.0,31.0,31.0,24.0,Toronto Raptors,TOR,28,110.0,19.0,31.0,26.0,34.0
Charlotte Hornets,CHA,30,119.0,35.0,31.0,27.0,26.0,Washington Wizards,WSH,27,115.0,34.0,24.0,23.0,34.0
Philadelphia 76ers,PHI,20,109.0,34.0,30.0,13.0,32.0,New York Knicks,NY,18,112.0,34.0,26.0,30.0,22.0
,,,,,,,,,,,,,,,
Orlando Magic,ORL,19,105.0,23.0,25.0,22.0,35.0,Cleveland Cavaliers,CLE,5,119.0,25.0,30.0,27.0,37.0
Chicago Bulls,CHI,4,114.0,30.0,22.0,36.0,26.0,Boston Celtics,BOS,2,111.0,28.0,30.0,27.0,26.0
Dallas Mavericks,DAL,6,110.0,28.0,24.0,35.0,23.0,Los Angeles Lakers,LAL,13,116.0,37.0,28.0,14.0,37.0
Utah Jazz,UTAH,26,116.0,34.0,18.0,37.0,27.0,Miami Heat,MIA,14,147.0,35.0,38.0,35.0,39.0
Detroit Pistons,DET,8,139.0,35.0,43.0,35.0,26.0,Sacramento Kings,SAC,23,116.0,35.0,30.0,28.0,23.0
,,,,,,,,,,,,,,,
Minnesota Timberwolves,MIN,16,85.0,19.0,27.0,17.0,22.0,Golden State Warriors,GS,9,111.0,24.0,23.0,38.0,26.0
,,,,,,,,,,,,,,,
Oklahoma City Thunder,OKC,25,101.0,30.0,20.0,31.0,20.0,Toronto Raptors,TOR,28,103.0,25.0,29.0,25.0,24.0
San Antonio Spurs,SA,24,95.0,28.0,19.0,21.0,27.0,New Orleans Pelicans,NO,3,104.0,25.0,31.0,26.0,22.0
Phoenix Suns,PHX,21,102.0,21.0,27.0,29.0,25.0,Miami Heat,MIA,14,111.0,32.0,26.0,24.0,29.0
LA Clippers,LAC,12,126.0,38.0,30.0,28.0,30.0,Brooklyn Nets,BKN,17,89.0,14.0,23.0,29.0,23.0
Atlanta Hawks,ATL,1,132.0,34.0,26.0,35.0,37.0,Indiana Pacers,IND,11,116.0,38.0,26.0,28.0,24.0
Charlotte Hornets,CHA,30,130.0,28.0,41.0,40.0,21.0,Philadelphia 76ers,PHI,20,93.0,22.0,22.0,15.0,34.0
Cleveland Cavaliers,CLE,5,114.0,22.0,39.0,30.0,23.0,Orlando Magic,ORL,19,98.0,32.0,24.0,25.0,17.0
Boston Celtics,BOS,2,102.0,32.0,20.0,23.0,27.0,Portland Trail Blazers,POR,22,94.0,11.0,26.0,28.0,29.0
Chicago Bulls,CHI,4,118.0,31.0,25.0,33.0,29.0,Los Angeles Lakers,LAL,13,129.0,35.0,34.0,35.0,25.0
Houston Rockets,HOU,10,108.0,23.0,28.0,25.0,32.0,Memphis Grizzlies,MEM,29,99.0,24.0,30.0,23.0,22.0
Minnesota Timberwolves,MIN,16,108.0,21.0,32.0,22.0,33.0,Golden State Warriors,GS,9,83.0,20.0,18.0,19.0,26.0
Washington Wizards,WSH,27,115.0,26.0,34.0,26.0,29.0,Portland Trail Blazers,POR,22,111.0,28.0,25.0,34.0,24.0
New York Knicks,NY,18,103.0,36.0,16.0,20.0,31.0,Sacramento Kings,SAC,23,87.0,26.0,25.0,21.0,15.0
Philadelphia 76ers,PHI,20,139.0,42.0,29.0,35.0,33.0,Milwaukee Bucks,MIL,15,122.0,34.0,28.0,33.0,27.0
Oklahoma City Thunder,OKC,25,104.0,17.0,31.0,31.0,25.0,New Orleans Pelicans,NO,3,95.0,14.0,32.0,23.0,26.0
Denver Nuggets,DEN,7,107.0,18.0,28.0,26.0,35.0,Detroit Pistons,DET,8,109.0,31.0,21.0,30.0,27.0
Phoenix Suns,PHX,21,106.0,28.0,32.0,22.0,24.0,Brooklyn Nets,BKN,17,102.0,29.0,22.0,24.0,27.0
Utah Jazz,UTAH,26,103.0,29.0,25.0,20.0,29.0,LA Clippers,LAC,12,115.0,18.0,35.0,36.0,26.0
Cleveland Cavaliers,CLE,5,129.0,24.0,33.0,42.0,30.0,Los Angeles Lakers,LAL,13,99.0,28.0,27.0,22.0,22.0
Indiana Pacers,IND,11,113.0,24.0,25.0,27.0,37.0,Chicago Bulls,CHI,4,110.0,33.0,20.0,32.0,25.0
Boston Celtics,BOS,2,106.0,18.0,28.0,30.0,30.0,Atlanta Hawks,ATL,1,117.0,38.0,22.0,27.0,30.0
Miami Heat,MIA,14,124.0,27.0,41.0,20.0,36.0,Orlando Magic,ORL,19,133.0,34.0,25.0,40.0,34.0
Toronto Raptors,TOR,28,92.0,28.0,23.0,19.0,22.0,New York Knicks,NY,18,119.0,18.0,29.0,35.0,37.0
Memphis Grizzlies,MEM,29,97.0,28.0,27.0,20.0,22.0,Charlotte Hornets,CHA,30,112.0,36.0,26.0,28.0,22.0
Dallas Mavericks,DAL,6,105.0,29.0,19.0,27.0,30.0,Minnesota Timberwolves,MIN,16,118.0,31.0,27.0,34.0,26.0
Utah Jazz,UTAH,26,124.0,24.0,31.0,38.0,31.0,Golden State Warriors,GS,9,140.0,34.0,34.0,33.0,39.0
Houston Rockets,HOU,10,99.0,36.0,26.0,24.0,13.0,San Antonio Spurs,SA,24,111.0,26.0,28.0,30.0,27.0
Philadelphia 76ers,PHI,20,113.0,28.0,32.0,28.0,25.0,Sacramento Kings,SAC,23,111.0,25.0,29.0,38.0,19.0
Washington Wizards,WSH,27,109.0,25.0,32.0,25.0,27.0,Milwaukee Bucks,MIL,15,99.0,23.0,20.0,29.0,27.0
Atlanta Hawks,ATL,1,86.0,23.0,19.0,24.0,20.0,Houston Rockets,HOU,10,104.0,23.0,20.0,35.0,26.0
Chicago Bulls,CHI,4,113.0,31.0,20.0,34.0,28.0,Miami Heat,MIA,14,116.0,34.0,28.0,29.0,25.0
Dallas Mavericks,DAL,6,121.0,20.0,38.0,35.0,28.0,Charlotte Hornets,CHA,30,123.0,33.0,26.0,34.0,30.0
Denver Nuggets,DEN,7,107.0,30.0,34.0,15.0,28.0,Brooklyn Nets,BKN,17,103.0,26.0,23.0,27.0,27.0
Phoenix Suns,PHX,21,114.0,35.0,37.0,21.0,21.0,Detroit Pistons,DET,8,96.0,31.0,25.0,25.0,15.0
Minnesota Timberwolves,MIN,16,123.0,34.0,29.0,33.0,27.0,Oklahoma City Thunder,OKC,25,111.0,22.0,28.0,30.0,31.0
Washington Wizards,WSH,27,111.0,27.0,21.0,36.0,27.0,Los Angeles Lakers,LAL,13,142.0,41.0,36.0,31.0,34.0
Orlando Magic,ORL,19,130.0,29.0,21.0,36.0,44.0,Toronto Raptors,TOR,28,120.0,28.0,29.0,42.0,21.0
Boston Celtics,BOS,2,112.0,40.0,32.0,17.0,23.0,Sacramento Kings,SAC,23,93.0,25.0,21.0,20.0,27.0
New York Knicks,NY,18,127.0,37.0,22.0,28.0,40.0,Portland Trail Blazers,POR,22,97.0,22.0,27.0,20.0,28.0
New Orleans Pelicans,NO,3,114.0,28.0,30.0,35.0,21.0,Memphis Grizzlies,MEM,29,106.0,32.0,29.0,15.0,30.0
Phoenix Suns,PHX,21,126.0,26.0,26.0,45.0,29.0,Cleveland Cavaliers,CLE,5,113.0,25.0,22.0,32.0,34.0
Denver Nuggets,DEN,7,122.0,35.0,24.0,33.0,30.0,LA Clippers,LAC,12,109.0,27.0,23.0,30.0,29.0
Utah Jazz,UTAH,26,99.0,26.0,26.0,29.0,18.0,Brooklyn Nets,BKN,17,109.0,27.0,27.0,29.0,26.0
Golden State Warriors,GS,9,124.0,37.0,27.0,31.0,29.0,Detroit Pistons,DET,8,131.0,45.0,32.0,31.0,23.0
Charlotte Hornets,CHA,30,111.0,26.0,35.0,24.0,26.0,San Antonio Spurs,SA,24,106.0,30.0,17.0,28.0,31.0
Indiana Pacers,IND,11,129.0,35.0,45.0,23.0,26.0,Atlanta Hawks,ATL,1,124.0,39.0,34.0,27.0,24.0
Philadelphia 76ers,PHI,20,124.0,31.0,36.0,20.0,37.0,New Orleans Pelicans,NO,3,114.0,33.0,21.0,27.0,33.0
Miami Heat,MIA,14,118.0,25.0,38.0,21.0,34.0,Chicago Bulls,CHI,4,125.0,31.0,25.0,35.0,34.0
Memphis Grizzlies,MEM,29,114.0,21.0,28.0,30.0,35.0,Minnesota Timberwolves,MIN,16,131.0,30.0,28.0,39.0,34.0
Houston Rockets,HOU,10,111.0,31.0,28.0,28.0,24.0,Dallas Mavericks,DAL,6,107.0,28.0,23.0,31.0,25.0
Boston Celtics,BOS,2,107.0,26.0,30.0,22.0,29.0,Milwaukee Bucks,MIL,15,79.0,26.0,16.0,19.0,18.0
Detroit Pistons,DET,8,130.0,33.0,34.0,33.0,30.0,Brooklyn Nets,BKN,17,77.0,24.0,20.0,18.0,15.0
Miami Heat,MIA,14,134.0,34.0,28.0,39.0,33.0,Chicago Bulls,CHI,4,91.0,13.0,27.0,22.0,29.0
Toronto Raptors,TOR,28,107.0,28.0,23.0,35.0,21.0,Utah Jazz,UTAH,26,100.0,23.0,33.0,28.0,16.0
Washington Wizards,WSH,27,116.0,23.0,30.0,35.0,28.0,Sacramento Kings,SAC,23,112.0,14.0,34.0,34.0,30.0
New York Knicks,NY,18,112.0,27.0,25.0,38.0,22.0,Los Angeles Lakers,LAL,13,100.0,33.0,23.0,26.0,18.0
Phoenix Suns,PHX,21,93.0,20.0,23.0,28.0,22.0,LA Clippers,LAC,12,117.0,24.0,25.0,36.0,32.0
San Antonio Spurs,SA,24,112.0,37.0,23.0,26.0,26.0,Orlando Magic,ORL,19,103.0,21.0,40.0,18.0,24.0
Portland Trail Blazers,POR,22,111.0,24.0,24.0,30.0,33.0,Cleveland Cavaliers,CLE,5,130.0,29.0,28.0,41.0,32.0
Denver Nuggets,DEN,7,111.0,26.0,29.0,30.0,26.0,Oklahoma City Thunder,OKC,25,121.0,32.0,30.0,39.0,20.0
Charlotte Hornets,CHA,30,102.0,23.0,26.0,29.0,24.0,New Orleans Pelicans,NO,3,95.0,30.0,34.0,18.0,13.0
Indiana Pacers,IND,11,114.0,28.0,28.0,31.0,27.0,Houston Rockets,HOU,10,118.0,24.0,39.0,24.0,31.0
Memphis Grizzlies,MEM,29,137.0,36.0,30.0,32.0,39.0,Minnesota Timberwolves,MIN,16,128.0,29.0,29.0,28.0,42.0
LA Clippers,LAC,12,113.0,19.0,34.0,34.0,26.0,Philadelphia 76ers,PHI,20,128.0,38.0,34.0,28.0,28.0
Detroit Pistons,DET,8,124.0,32.0,37.0,24.0,31.0,Denver Nuggets,DEN,7,121.0,27.0,23.0,30.0,41.0
Indiana Pacers,IND,11,122.0,32.0,24.0,33.0,33.0,Utah Jazz,UTAH,26,131.0,25.0,31.0,40.0,35.0
Washington Wizards,WSH,27,101.0,22.0,23.0,26.0,30.0,New York Knicks,NY,18,132.0,38.0,34.0,30.0,30.0
Brooklyn Nets,BKN,17,109.0,23.0,17.0,34.0,35.0,Los Angeles Lakers,LAL,13,125.0,45.0,24.0,31.0,25.0
Miami Heat,MIA,14,115.0,23.0,27.0,31.0,34.0,Atlanta Hawks,ATL,1,127.0,33.0,34.0,31.0,29.0
Dallas Mavericks,DAL,6,100.0,29.0,15.0,23.0,33.0,Boston Celtics,BOS,2,110.0,32.0,20.0,34.0,24.0
Milwaukee Bucks,MIL,15,131.0,39.0,38.0,28.0,26.0,Chicago Bulls,CHI,4,115.0,24.0,28.0,37.0,26.0
Oklahoma City Thunder,OKC,25,128.0,39.0,29.0,26.0,34.0,Orlando Magic,ORL,19,92.0,14.0,27.0,27.0,24.0
Golden State Warriors,GS,9,94.0,32.0,23.0,16.0,23.0,Philadelphia 76ers,PHI,20,113.0,31.0,27.0,26.0,29.0
Portland Trail Blazers,POR,22,125.0,41.0,31.0,22.0,31.0,Phoenix Suns,PHX,21,130.0,30.0,37.0,34.0,29.0
New York Knicks,NY,18,134.0,28.0,27.0,33.0,20.0,Denver Nuggets,DEN,7,127.0,30.0,23.0,29.0,26.0
Toronto Raptors,TOR,28,126.0,35.0,37.0,32.0,22.0,Minnesota Timberwolves,MIN,16,128.0,32.0,27.0,35.0,34.0
Houston Rockets,HOU,10,93.0,17.0,25.0,21.0,30.0,Boston Celtics,BOS,2,114.0,18.0,31.0,36.0,29.0
Milwaukee Bucks,MIL,15,141.0,30.0,33.0,36.0,29.0,New Orleans Pelicans,NO,3,137.0,34.0,36.0,34.0,24.0
San Antonio Spurs,SA,24,116.0,39.0,34.0,22.0,21.0,Oklahoma City Thunder,OKC,25,106.0,26.0,32.0,27.0,21.0
Sacramento Kings,SAC,23,125.0,31.0,26.0,34.0,34.0,Memphis Grizzlies,MEM,29,129.0,28.0,30.0,31.0,40.0
LA Clippers,LAC,12,91.0,18.0,24.0,26.0,23.0,Cleveland Cavaliers,CLE,5,124.0,36.0,26.0,32.0,30.0
Detroit Pistons,DET,8,117.0,21.0,31.0,32.0,33.0,Washington Wizards,WSH,27,126.0,34.0,22.0,39.0,31.0
Orlando Magic,ORL,19,118.0,27.0,29.0,32.0,30.0,Brooklyn Nets,BKN,17,98.0,19.0,21.0,27.0,31.0
Atlanta Hawks,ATL,1,121.0,30.0,31.0,31.0,29.0,Utah Jazz,UTAH,26,119.0,31.0,29.0,36.0,23.0
Toronto Raptors,TOR,28,123.0,33.0,32.0,35.0,23.0,Chicago Bulls,CHI,4,107.0,25.0,33.0,30.0,19.0
Houston Rockets,HOU,10,99.0,26.0,23.0,26.0,24.0,Charlotte Hornets,CHA,30,109.0,29.0,32.0,30.0,18.0
Dallas Mavericks,DAL,6,123.0,35.0,28.0,33.0,27.0,San Antonio Spurs,SA,24,135.0,38.0,36.0,25.0,36.0
Phoenix Suns,PHX,21,97.0,29.0,26.0,27.0,15.0,Golden State Warriors,GS,9,101.0,25.0,34.0,17.0,25.0
Los Angeles Lakers,LAL,13,119.0,21.0,30.0,34.0,34.0,Philadelphia 76ers,PHI,20,115.0,27.0,32.0,28.0,28.0
Boston Celtics,BOS,2,98.0,15.0,23.0,36.0,24.0,Miami Heat,MIA,14,96.0,29.0,30.0,15.0,22.0
Detroit Pistons,DET,8,118.0,28.0,35.0,27.0,28.0,New York Knicks,NY,18,80.0,17.0,25.0,18.0,20.0
Milwaukee Bucks,MIL,15,105.0,23.0,31.0,29.0,22.0,Indiana Pacers,IND,11,99.0,29.0,18.0,18.0,34.0
Minnesota Timberwolves,MIN,16,115.0,32.0,38.0,24.0,21.0,New Orleans Pelicans,NO,3,119.0,34.0,22.0,33.0,30.0
Portland Trail Blazers,POR,22,135.0,25.0,43.0,38.0,29.0,Memphis Grizzlies,MEM,29,115.0,36.0,28.0,23.0,28.0
Sacramento Kings,SAC,23,111.0,27.0,22.0,28.0,34.0,LA Clippers,LAC,12,114.0,17.0,31.0,31.0,35.0
Brooklyn Nets,BKN,17,127.0,46.0,34.0,21.0,26.0,Washington Wizards,WSH,27,113.0,20.0,27.0,35.0,31.0
Oklahoma City Thunder,OKC,25,106.0,28.0,24.0,22.0,32.0,Houston Rockets,HOU,10,112.0,28.0,18.0,34.0,32.0
San Antonio Spurs,SA,24,138.0,39.0,42.0,33.0,24.0,Dallas Mavericks,DAL,6,125.0,32.0,35.0,24.0,34.0
Orlando Magic,ORL,19,120.0,33.0,21.0,33.0,33.0,Utah Jazz,UTAH,26,117.0,30.0,35.0,29.0,23.0
Atlanta Hawks,ATL,1,119.0,35.0,25.0,30.0,29.0,Charlotte Hornets,CHA,30,126.0,32.0,28.0,38.0,28.0
